UPC,Price,Variant,Source URL
810120929781,49.98,Default Title,https://www.hotelcollection.com/products/eye-mask-blass-beauty-balm-bundle?variant=46028785483942
810118947919,42.95,30,https://www.hotelcollection.com/products/sweetest-taboo-pods?variant=45581732806822
810118947896,65.95,45,https://www.hotelcollection.com/products/sweetest-taboo-pods?variant=45581288964262
810118940804,49.95,Default Title,https://www.hotelcollection.com/products/sweetest-taboo-room-spray?variant=45581279232166
810118949432,259.95,Default Title,https://www.hotelcollection.com/products/smells-like-love-gift-set?variant=45581288210598
,49.95,Default Title,https://www.hotelcollection.com/products/sweetest-taboo-reed-diffuser?variant=45581283524774
810118940132,49.95,Black,https://www.hotelcollection.com/products/sweetest-taboo-candle?variant=45581279428774
810118940644,54.95,Default Title,https://www.hotelcollection.com/products/sweetest-taboo-hourglass-diffuser-oil?variant=45581280182438
810161640584,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/leo?variant=45248691044518
,79.95,My Way,https://www.hotelcollection.com/products/paris-collection-candle-duo?variant=46424642781350
810118947582,24.95,Bone,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-vessel?variant=44829207167142
,79.95,Dream On,https://www.hotelcollection.com/products/paris-collection-candle-duo?variant=46424642814118
810118947599,24.95,Charcoal,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-vessel?variant=44829207199910
,79.95,Escapade,https://www.hotelcollection.com/products/paris-collection-candle-duo?variant=46424642846886
,79.95,Chandelier,https://www.hotelcollection.com/products/paris-collection-candle-duo?variant=46424642879654
810118946691,54.95,Pattern,https://www.hotelcollection.com/products/classic-the-force-candle?variant=45581291520166
810118946707,54.95,Yoda Line Art,https://www.hotelcollection.com/products/classic-the-force-candle?variant=45581445267622
810161641178,164.85,Default Title,https://www.hotelcollection.com/products/earth-astrology-set?variant=45307072938150
810118949401,49.95,Default Title,https://www.hotelcollection.com/products/bonbori-reed-diffuser?variant=45581353549990
,449.95,Black,https://www.hotelcollection.com/products/acoustic-tower-pro%E2%84%A2-scent-diffuser?variant=45762048491686
,449.95,Space Gray,https://www.hotelcollection.com/products/acoustic-tower-pro%E2%84%A2-scent-diffuser?variant=45762048524454
,449.95,Champagne,https://www.hotelcollection.com/products/acoustic-tower-pro%E2%84%A2-scent-diffuser?variant=45762048557222
,27.95,Single,https://www.hotelcollection.com/products/cabernet-sauvignon-32?variant=43845590220966
,89.00,Case of 4,https://www.hotelcollection.com/products/cabernet-sauvignon-32?variant=43845590253734
,159.00,Case of 6,https://www.hotelcollection.com/products/cabernet-sauvignon-32?variant=43845590286502
,318.95,Case of 12,https://www.hotelcollection.com/products/cabernet-sauvignon-32?variant=43845590319270
810161640140,242.90,Default Title,https://www.hotelcollection.com/products/smart-car-diffuser-my-way-smart-car-diffuser-oil-bundle?variant=45581287948454
810118946653,54.95,Pattern,https://www.hotelcollection.com/products/classic-rebel-spirit-candle?variant=45581291356326
810118946660,54.95,Twin Suns,https://www.hotelcollection.com/products/classic-rebel-spirit-candle?variant=45581446217894
810161641185,164.85,Default Title,https://www.hotelcollection.com/products/water-astrology-set?variant=45307072774310
810118941153,139.95,My Way,https://www.hotelcollection.com/products/candle-trio-gift-set?variant=45581283098790
810118941146,139.95,Dream On,https://www.hotelcollection.com/products/candle-trio-gift-set?variant=45581431308454
810118941160,139.95,Black Velvet,https://www.hotelcollection.com/products/candle-trio-gift-set?variant=45581431505062
810118945144,139.95,Variety Pack,https://www.hotelcollection.com/products/candle-trio-gift-set?variant=45581431701670
810161641215,659.40,Default Title,https://www.hotelcollection.com/products/astrology-collection-discovery-set?variant=45307072544934
810118941160,99.95,Default Title,https://www.hotelcollection.com/products/my-way-gift-set?variant=45581282443430
810161640577,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/cancer?variant=45248690913446
810118947476,49.95,Black,https://www.hotelcollection.com/products/classic-botanical-garden-candle?variant=45581358727334
810118941849,259.95,Default Title,https://www.hotelcollection.com/products/ultimate-relaxation-gift-set?variant=45581286506662
860008971852,149.95,Black,https://www.hotelcollection.com/products/deluxe-sweetest-taboo-candle?variant=45581281624230
810118940040,149.95,White,https://www.hotelcollection.com/products/deluxe-sweetest-taboo-candle?variant=45581431177382
810161640775,49.95,Default Title,https://www.hotelcollection.com/products/riviera-reed-diffuser?variant=45581364658342
810118941900,14.95,Default Title,https://www.hotelcollection.com/products/luggage-tag?variant=45581285982374
,698.95,Champagne,https://www.hotelcollection.com/products/luggage-bundle?variant=45937227727014
810118948251,698.95,Black,https://www.hotelcollection.com/products/luggage-bundle?variant=45581288669350
810118948244,698.95,Navy,https://www.hotelcollection.com/products/luggage-bundle?variant=45581441761446
810120929798,227.00,Default Title,https://www.hotelcollection.com/products/the-beauty-bundle?variant=46028735938726
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/scorpio?variant=45248691568806
,79.95,My Way,https://www.hotelcollection.com/products/paris-collection-room-spray-duo?variant=46425948291238
,79.95,Dream On,https://www.hotelcollection.com/products/paris-collection-room-spray-duo?variant=46425948324006
,79.95,Escapade,https://www.hotelcollection.com/products/paris-collection-room-spray-duo?variant=46425948356774
,79.95,Chandelier,https://www.hotelcollection.com/products/paris-collection-room-spray-duo?variant=46425948389542
,79.95,24K Magic,https://www.hotelcollection.com/products/paris-collection-room-spray-duo?variant=46425949241510
810118942051,49.95,Default Title,https://www.hotelcollection.com/products/mountain-retreat-room-spray?variant=45581282312358
810161640218,1028.95,Navy,https://www.hotelcollection.com/products/travel-bundle?variant=44760509218982
810161640225,1028.95,Black,https://www.hotelcollection.com/products/travel-bundle?variant=44760509251750
810161640232,1028.95,Grey,https://www.hotelcollection.com/products/travel-bundle?variant=44760509284518
810118941870,69.95,Default Title,https://www.hotelcollection.com/products/charcuterie-board-set?variant=45581283852454
810161641116,49.95,Default Title,https://www.hotelcollection.com/products/mandarin-reed-diffuser?variant=45599638585510
810118948138,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/sweetest-taboo?variant=45581430194342
810118940309,54.95,Regular / 30mL,https://www.hotelcollection.com/products/sweetest-taboo?variant=45581283950758
810118940439,89.95,Regular / 120mL,https://www.hotelcollection.com/products/sweetest-taboo?variant=45581429702822
810118945519,119.95,Regular / 200mL,https://www.hotelcollection.com/products/sweetest-taboo?variant=45581429833894
810118940545,159.95,Regular / 500mL,https://www.hotelcollection.com/products/sweetest-taboo?variant=45581429997734
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/pisces?variant=45248692158630
810161641192,164.85,Default Title,https://www.hotelcollection.com/products/fire-astrology-set?variant=45307072610470
810161640782,49.95,Black,https://www.hotelcollection.com/products/classic-riviera-candle?variant=45581365280934
,9.99,Default Title,https://www.hotelcollection.com/products/hotel-collection-wireless-pro-charging-base-black?variant=45581353091238
810118947025,59.95,Default Title,https://www.hotelcollection.com/products/large-travel-toiletry-bag?variant=45581288276134
,89.95,120mL,https://www.hotelcollection.com/products/diffusol?variant=44790906978470
,119.95,200mL,https://www.hotelcollection.com/products/diffusol?variant=44790907011238
8421950961197,39.95,Default Title,https://www.hotelcollection.com/products/cava-82?variant=43856888168614
810118942303,49.95,Default Title,https://www.hotelcollection.com/products/pinecones-holly-reed-diffuser?variant=45581290373286
810118945434,39.95,Black,https://www.hotelcollection.com/products/infinity-candle-sticks?variant=45581362856102
810118945731,39.95,Gold,https://www.hotelcollection.com/products/infinity-candle-sticks?variant=45581363085478
810118948480,49.95,Default Title,https://www.hotelcollection.com/products/canyon-lodge-reed-diffuser?variant=45581353779366
810161641208,164.85,Default Title,https://www.hotelcollection.com/products/air-astrology-set?variant=45307072708774
,99.95,My Way / 100mL,https://www.hotelcollection.com/products/paris-collection-room-spray?variant=46425758957734
810118947452,49.95,Default Title,https://www.hotelcollection.com/products/botanical-garden-room-spray?variant=45581292011686
810161640560,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/gemini?variant=45248690847910
810118940870,79.95,Classic / Silver,https://www.hotelcollection.com/products/chauffeur-car-diffuser?variant=45581283295398
810118946264,79.95,Star Wars™ / Light Side,https://www.hotelcollection.com/products/chauffeur-car-diffuser?variant=46330980761766
810118946271,79.95,Star Wars™ / Dark Side,https://www.hotelcollection.com/products/chauffeur-car-diffuser?variant=46330980794534
810161640881,79.95,Star Wars™ / R2-D2,https://www.hotelcollection.com/products/chauffeur-car-diffuser?variant=46330980827302
810118948886,99.99,Default Title,https://www.hotelcollection.com/products/5-in-1-wireless-charger?variant=45581354074278
,148.75,Black Velvet / Bone,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828881977510
,148.75,Black Velvet / Charcoal,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828883157158
,148.75,Dream On / Bone,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828817588390
,148.75,Dream On / Charcoal,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828883091622
,148.75,My Way / Bone,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828817522854
,148.75,My Way / Charcoal,https://www.hotelcollection.com/products/ceramic-sand-wax-set?variant=44828883026086
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/crystal-oud?variant=45581441335462
810118945830,54.95,Regular / 30mL,https://www.hotelcollection.com/products/crystal-oud?variant=45581287784614
810118945847,89.95,Regular / 120mL,https://www.hotelcollection.com/products/crystal-oud?variant=45581441171622
810118945854,119.95,Regular / 200mL,https://www.hotelcollection.com/products/crystal-oud?variant=45581441237158
810118945861,159.95,Regular / 500mL,https://www.hotelcollection.com/products/crystal-oud?variant=45581441269926
810118944987,299.95,Grey,https://www.hotelcollection.com/products/carry-on-luggage?variant=45581434126502
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/dream-on?variant=45581431472294
810118940293,54.95,Regular / 30mL,https://www.hotelcollection.com/products/dream-on?variant=45581282607270
810118940408,89.95,Regular / 120mL,https://www.hotelcollection.com/products/dream-on?variant=45581430685862
8421950961173,26.95,Single,https://www.hotelcollection.com/products/merlot-45?variant=43845601722534
810118944963,299.95,Champagne,https://www.hotelcollection.com/products/carry-on-luggage?variant=45581434159270
810118945465,119.95,Regular / 200mL,https://www.hotelcollection.com/products/dream-on?variant=45581430980774
,89.00,Case of 4,https://www.hotelcollection.com/products/merlot-45?variant=43845601755302
,159.00,Case of 6,https://www.hotelcollection.com/products/merlot-45?variant=43845601788070
,299.00,Case of 12,https://www.hotelcollection.com/products/merlot-45?variant=43845601820838
810118946387,299.95,Black,https://www.hotelcollection.com/products/carry-on-luggage?variant=45581285949606
810118940514,159.95,Regular / 500mL,https://www.hotelcollection.com/products/dream-on?variant=45581431210150
810118946400,299.95,Navy,https://www.hotelcollection.com/products/carry-on-luggage?variant=45581434192038
810118948091,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/my-way?variant=45581431996582
810118940279,54.95,Regular / 30mL,https://www.hotelcollection.com/products/my-way?variant=45581280608422
810118946325,89.95,Regular / 120mL,https://www.hotelcollection.com/products/my-way?variant=45581430784166
810118945458,119.95,Regular / 200mL,https://www.hotelcollection.com/products/my-way?variant=45581431275686
810118940491,159.95,Regular / 500mL,https://www.hotelcollection.com/products/my-way?variant=45581431636134
810118948046,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/desert-rose-1?variant=45581431341222
810118940330,54.95,Regular / 30mL,https://www.hotelcollection.com/products/desert-rose-1?variant=45581280673958
810118940446,89.95,Regular / 120mL,https://www.hotelcollection.com/products/desert-rose-1?variant=45581429768358
810118945557,119.95,Regular / 200mL,https://www.hotelcollection.com/products/desert-rose-1?variant=45581430128806
810118940552,159.95,Regular / 500mL,https://www.hotelcollection.com/products/desert-rose-1?variant=45581430587558
810118948053,69.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/e11even?variant=45581433864358
810118941757,69.95,Regular / 30mL,https://www.hotelcollection.com/products/e11even?variant=45581286146214
810118945564,119.95,Regular / 200mL,https://www.hotelcollection.com/products/e11even?variant=45581433831590
810118940675,49.95,Default Title,https://www.hotelcollection.com/products/dream-on-reed-diffuser?variant=45581281329318
810118949562,49.95,My Way / Bone,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938321574
810118949579,49.95,My Way / Charcoal,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938485414
810118949609,49.95,Cabana / Bone,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938354342
810118949616,49.95,Cabana / Charcoal,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938518182
810118949647,49.95,Dream On / Bone,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938387110
810118949654,49.95,Dream On / Charcoal,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938550950
810118949685,49.95,24K Magic / Bone,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938419878
810118949692,49.95,24K Magic / Charcoal,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938583718
810118949722,49.95,Black Velvet / Bone,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938452646
810118949739,49.95,Black Velvet / Charcoal,https://www.hotelcollection.com/products/100ml-ceramic-reed-diffuser?variant=44841938616486
810118945755,79.95,Default Title,https://www.hotelcollection.com/products/cigar-ashtray?variant=45581286211750
810161640621,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/sagittarius?variant=45248691699878
810118948770,49.95,Colors / Black,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45581363380390
810118948794,49.95,Colors / Space Gray,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45581363445926
810118948787,49.95,Colors / Champagne,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45581363544230
810161640850,49.95,Star Wars™ / Storm Trooper,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45655836524710
810161640874,49.95,Star Wars™ / C-3PO,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45655836557478
810161640867,49.95,Star Wars™ / Darth Vader,https://www.hotelcollection.com/products/studio-pro-scent-diffuser?variant=45655836491942
,49.95,Default Title,https://www.hotelcollection.com/products/my-way-room-spray?variant=45581279920294
810118940088,49.95,Black,https://www.hotelcollection.com/products/my-way-candle?variant=45581280280742
810118948008,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/24k-magic?variant=45581430456486
810118940309,54.95,Regular / 30mL,https://www.hotelcollection.com/products/24k-magic?variant=45581281198246
810118940422,89.95,Regular / 120mL,https://www.hotelcollection.com/products/24k-magic?variant=45581429801126
810118945496,119.95,Regular / 200mL,https://www.hotelcollection.com/products/24k-magic?variant=45581429964966
810118940538,159.95,Regular / 500mL,https://www.hotelcollection.com/products/24k-magic?variant=45581430227110
810118940668,49.95,Default Title,https://www.hotelcollection.com/products/cabana-reed-diffuser?variant=45581282836646
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/black-velvet-1?variant=45581430718630
810118940309,54.95,Regular / 30mL,https://www.hotelcollection.com/products/black-velvet-1?variant=45581283197094
810118940415,89.95,Regular / 120mL,https://www.hotelcollection.com/products/black-velvet-1?variant=45581429932198
810118945502,119.95,Regular / 200mL,https://www.hotelcollection.com/products/black-velvet-1?variant=45581430292646
810118940521,159.95,Regular / 500mL,https://www.hotelcollection.com/products/black-velvet-1?variant=45581430423718
810118941894,128.95,Beige and Brown,https://www.hotelcollection.com/products/duffle-bag?variant=45581285884070
810118947971,128.95,Navy,https://www.hotelcollection.com/products/duffle-bag?variant=45581434847398
810118946998,128.95,Black,https://www.hotelcollection.com/products/duffle-bag?variant=45581434880166
810118947018,128.95,Grey,https://www.hotelcollection.com/products/duffle-bag?variant=45581434912934
810161640133,128.95,Champagne,https://www.hotelcollection.com/products/duffle-bag?variant=45581434945702
810118940101,49.95,Black,https://www.hotelcollection.com/products/dream-on-candle?variant=45581280149670
810118949036,49.95,Black,https://www.hotelcollection.com/products/classic-sakura-candle?variant=45581290209446
810118940651,49.95,Default Title,https://www.hotelcollection.com/products/my-way-reed-diffuser?variant=45581282246822
810118946356,49.95,Default Title,https://www.hotelcollection.com/products/utopia-reed-diffuser?variant=45581287719078
810118948022,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/california-love?variant=45581432193190
810118940354,54.95,Regular / 30mL,https://www.hotelcollection.com/products/california-love?variant=45581280805030
810118940460,89.95,Regular / 120mL,https://www.hotelcollection.com/products/california-love?variant=45581431439526
810118945526,119.95,Regular / 200mL,https://www.hotelcollection.com/products/california-love?variant=45581431767206
810118940583,159.95,Regular / 500mL,https://www.hotelcollection.com/products/california-love?variant=45581432062118
810118940774,49.95,Default Title,https://www.hotelcollection.com/products/dream-on-room-spray?variant=45581282115750
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/mystify?variant=45581432488102
810118940347,54.95,Regular / 30mL,https://www.hotelcollection.com/products/mystify?variant=45581282345126
810118940453,89.95,Regular / 120mL,https://www.hotelcollection.com/products/mystify?variant=45581431865510
810118945540,119.95,Regular / 200mL,https://www.hotelcollection.com/products/mystify?variant=45581432127654
810118940569,159.95,Regular / 500mL,https://www.hotelcollection.com/products/mystify?variant=45581432291494
810118948770,49.95,Colors / Black,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123746982
810118948794,49.95,Colors / Space Gray,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123779750
810118948787,49.95,Colors / Champagne,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123812518
810161640867,49.95,Star Wars™ / Darth Vader,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123845286
810161640850,49.95,Star Wars™ / Storm Trooper,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123878054
810161640874,49.95,Star Wars™ / C-3PO,https://www.hotelcollection.com/products/the-starter-kit?variant=46055123910822
,64.95,Black Velvet / Bone,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929687718
,64.95,Black Velvet / Charcoal,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929720486
,64.95,Dream On / Bone,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929622182
,64.95,Dream On / Charcoal,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929654950
,64.95,My Way / Bone,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929556646
,64.95,My Way / Charcoal,https://www.hotelcollection.com/products/petite-ceramic-sand-wax-set?variant=44828929589414
810118940965,59.95,Default Title,https://www.hotelcollection.com/products/smoke-stem-white-wine-glasses?variant=45581282279590
810118945359,49.95,Default Title,https://www.hotelcollection.com/products/gps-tracker?variant=45581287227558
810118948084,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/midnight-in-paris?variant=45581429407910
810118940354,54.95,Regular / 30mL,https://www.hotelcollection.com/products/midnight-in-paris?variant=45581280772262
810118940460,89.95,Regular / 120mL,https://www.hotelcollection.com/products/midnight-in-paris?variant=45581429276838
810118945533,119.95,Regular / 200mL,https://www.hotelcollection.com/products/midnight-in-paris?variant=45581429309606
810118940576,159.95,Regular / 500mL,https://www.hotelcollection.com/products/midnight-in-paris?variant=45581429375142
810118947926,42.95,30,https://www.hotelcollection.com/products/black-velvet-pods?variant=45581289848998
810118947902,65.95,45,https://www.hotelcollection.com/products/black-velvet-pods?variant=45581443956902
,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/cabana?variant=45581431406758
810118940286,54.95,Regular / 30mL,https://www.hotelcollection.com/products/cabana?variant=45581280051366
810118940392,89.95,Regular / 120mL,https://www.hotelcollection.com/products/cabana?variant=45581430325414
810118945458,119.95,Regular / 200mL,https://www.hotelcollection.com/products/cabana?variant=45581430554790
810118940507,159.95,Regular / 500mL,https://www.hotelcollection.com/products/cabana?variant=45581430915238
8421950956841,1007.96,Single,https://www.hotelcollection.com/products/red-blend-19?variant=43848143700134
,89.00,Case of 4,https://www.hotelcollection.com/products/red-blend-19?variant=43848143732902
,159.00,Case of 6,https://www.hotelcollection.com/products/red-blend-19?variant=43848143765670
,299.00,Case of 12,https://www.hotelcollection.com/products/red-blend-19?variant=43848143798438
810161641710,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/aegean?variant=45700099145894
810161641666,89.95,Regular / 120mL,https://www.hotelcollection.com/products/aegean?variant=45700099047590
810161641673,119.95,Regular / 200mL,https://www.hotelcollection.com/products/aegean?variant=45700099080358
810161641680,159.95,Regular / 500mL,https://www.hotelcollection.com/products/aegean?variant=45700099113126
810118947483,49.95,Default Title,https://www.hotelcollection.com/products/escape-reed-diffuser-1?variant=45581289685158
810118941214,49.95,Default Title,https://www.hotelcollection.com/products/november-rain-reed-diffuser?variant=45581281591462
810118946035,49.95,Default Title,https://www.hotelcollection.com/products/paradise-room-spray?variant=45581289324710
810161641697,49.95,Default Title,https://www.hotelcollection.com/products/aegean-room-spray?variant=45702443958438
810118947049,79.95,Default Title,https://www.hotelcollection.com/products/luggage-harness?variant=45581288800422
810118948114,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/november-rain?variant=45581431144614
810118940378,54.95,Regular / 30mL,https://www.hotelcollection.com/products/november-rain?variant=45581284245670
810118940484,89.95,Regular / 120mL,https://www.hotelcollection.com/products/november-rain?variant=45581430259878
810118940590,159.95,Regular / 500mL,https://www.hotelcollection.com/products/november-rain?variant=45581430620326
810118941382,49.95,Default Title,https://www.hotelcollection.com/products/classic-warm-cinnamon-apple-candle?variant=45581281788070
810118941221,49.95,Default Title,https://www.hotelcollection.com/products/november-rain-room-spray?variant=45581279199398
860008971883,149.95,Black,https://www.hotelcollection.com/products/deluxe-california-love-candle?variant=45581281755302
810118940071,149.95,White,https://www.hotelcollection.com/products/deluxe-california-love-candle?variant=45581429571750
810118940170,42.95,My Way / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581282508966
810118940194,42.95,Dream On / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432324262
810118940217,42.95,24K Magic / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432422566
810118940200,42.95,Black Velvet / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432520870
810118940224,42.95,Sweetest Taboo / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432586406
810118940231,42.95,Desert Rose / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432651942
810118940248,42.95,Mystify / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432717478
810118940255,42.95,Midnight in Paris / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432750246
810118940262,42.95,California Love / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432783014
810118940187,42.95,Cabana / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432815782
810118949456,42.95,Crystal Oud / 20mL,https://www.hotelcollection.com/products/car-diffuser-oil?variant=45581432848550
8421950956834,29.95,Single,https://www.hotelcollection.com/products/rose-29?variant=43848140751014
,91.95,Case of 4,https://www.hotelcollection.com/products/rose-29?variant=43848140783782
,136.95,Case of 6,https://www.hotelcollection.com/products/rose-29?variant=43848140816550
,273.95,Case of 12,https://www.hotelcollection.com/products/rose-29?variant=43848140849318
810118942471,99.95,Default Title,https://www.hotelcollection.com/products/dream-on-gift-set?variant=45581282803878
810118940606,54.95,Default Title,https://www.hotelcollection.com/products/my-way-hourglass-diffuser-oil?variant=45581281722534
810118943201,59.95,Default Title,https://www.hotelcollection.com/products/talentless-reed-diffuser?variant=45581286113446
810118941191,149.95,Black,https://www.hotelcollection.com/products/deluxe-desert-rose-candle?variant=45581280542886
810118941207,149.95,White,https://www.hotelcollection.com/products/deluxe-desert-rose-candle?variant=45581429244070
810161642106,49.95,Default Title,https://www.hotelcollection.com/products/echelon-room-spray?variant=45758117544102
860008971869,149.95,Black,https://www.hotelcollection.com/products/deluxe-mystify-candle?variant=45581282574502
810118941207,149.95,White,https://www.hotelcollection.com/products/deluxe-mystify-candle?variant=45581432225958
8421950956858,54.95,Single,https://www.hotelcollection.com/products/reserva-56?variant=43845793185958
,89.00,Case of 4,https://www.hotelcollection.com/products/reserva-56?variant=43845793218726
,159.00,Case of 6,https://www.hotelcollection.com/products/reserva-56?variant=43845793251494
,299.00,Case of 12,https://www.hotelcollection.com/products/reserva-56?variant=43845793284262
810161640645,54.95,Pro-Pod™ / 30mL,https://www.hotelcollection.com/products/aquarius?variant=45248691994790
,164.95,Regular,https://www.hotelcollection.com/products/the-star-wars-light-side-discovery-set?variant=46194444370086
,164.95,Pro-Pod™,https://www.hotelcollection.com/products/the-star-wars-light-side-discovery-set?variant=46194444402854
810118946264,79.95,Default Title,https://www.hotelcollection.com/products/star-wars-%E2%84%A2-chauffeur-car-diffuser?variant=45581290504358
